,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Machine_failure,TWF,HDF,PWF,OSF,RNF,Failure_type
2248,Medium,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,NF
2249,Low,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,NF
2250,Medium,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,NF
2251,High,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,NF
2252,High,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,NF
2253,Low,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,NF
2254,Low,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,NF
2255,Low,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,NF
2256,Low,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,NF
2257,Low,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,NF
2258,Low,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,NF
2259,Low,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,NF
2260,High,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,NF
2261,Medium,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,NF
2262,Low,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,NF
2263,Medium,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,NF
2264,Medium,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,NF
2265,Medium,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,NF
2266,Low,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,NF
2267,Low,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,NF
2268,Low,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,NF
2269,Low,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,NF
2270,Low,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,NF
2271,Low,299.2,308.5,1821,26.1,69,0,0,0,0,0,0,NF
2272,Medium,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,NF
2273,Low,299.3,308.5,1589,32.7,74,0,0,0,0,0,0,NF
2274,Low,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,NF
2275,Low,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,NF
2276,Low,299.3,308.7,1393,54.2,80,0,0,0,0,0,0,NF
2277,High,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,NF
2278,Medium,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,NF
2279,Low,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,NF
2280,Low,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,NF
2281,Low,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,NF
2282,Low,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,NF
2283,Low,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,NF
2284,Low,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,NF
2285,Low,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,NF
2286,Medium,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,NF
2287,Low,299.4,308.6,1746,26.8,107,0,0,0,0,0,0,NF
2288,Medium,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,NF
2289,Low,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,NF
2290,Medium,299.5,308.7,1321,51.9,114,0,0,0,0,0,0,NF
2291,Medium,299.5,308.8,1886,20.9,117,0,0,0,0,0,0,NF
2292,Low,299.6,308.9,1422,53.2,120,0,0,0,0,0,0,NF
2293,Low,299.5,308.9,1520,38.3,122,0,0,0,0,0,0,NF
2294,Low,299.4,308.8,1627,32.6,124,0,0,0,0,0,0,NF
2295,Low,299.4,308.7,1512,37.2,126,0,0,0,0,0,0,NF
2296,Low,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,NF
2297,Low,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,NF
2298,Low,299.3,308.6,1482,37.6,132,0,0,0,0,0,0,NF
2299,Low,299.4,308.7,1446,62.9,134,1,0,0,1,0,0,PWF
2300,Low,299.3,308.6,1371,50.5,136,0,0,0,0,0,0,NF
2301,Medium,299.2,308.6,1586,35.7,138,0,0,0,0,0,0,NF
2302,Low,299.2,308.5,1515,39.8,141,0,0,0,0,0,0,NF
2303,Low,299.2,308.5,1374,53.6,143,0,0,0,0,0,0,NF
2304,Low,299.1,308.5,1455,39.8,145,0,0,0,0,0,0,NF
2305,High,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,NF
2306,Low,299.1,308.6,1260,57.8,152,0,0,0,0,0,0,NF
2307,High,299.0,308.5,1623,33.5,154,0,0,0,0,0,0,NF
2308,Low,299.1,308.5,1371,55.5,159,0,0,0,0,0,0,NF
2309,Low,299.1,308.6,1611,31.4,161,0,0,0,0,0,0,NF
2310,Medium,299.0,308.4,1535,47.5,163,0,0,0,0,0,0,NF
2311,Medium,299.1,308.6,1491,38.5,166,0,0,0,0,0,0,NF
2312,Medium,299.1,308.6,1441,36.2,169,0,0,0,0,0,0,NF
2313,Medium,299.1,308.8,1725,26.6,172,0,0,0,0,0,0,NF
2314,Low,299.2,308.9,1368,47.2,175,0,0,0,0,0,0,NF
2315,Low,299.2,308.9,1526,37.9,177,0,0,0,0,0,0,NF
2316,Low,299.2,308.8,1542,39.2,179,0,0,0,0,0,0,NF
2317,Low,299.2,308.8,1605,31.1,181,0,0,0,0,0,0,NF
2318,Low,299.2,308.8,1405,51.4,183,0,0,0,0,0,0,NF
2319,Medium,299.2,308.8,1700,33.5,185,0,0,0,0,0,0,NF
2320,High,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,NF
2321,Medium,299.2,308.8,1314,52.5,193,0,0,0,0,0,0,NF
2322,Low,299.2,308.7,1514,41.9,196,0,0,0,0,0,0,NF
2323,Medium,299.2,308.7,1401,47.0,198,0,0,0,0,0,0,NF
2324,Low,299.3,308.8,1636,29.9,201,0,0,0,0,0,0,NF
2325,Low,299.3,308.8,1603,33.9,203,0,0,0,0,0,0,NF
2326,Medium,299.4,308.7,1487,52.6,205,0,0,0,0,0,0,NF
2327,Medium,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,NF
2328,Low,299.3,308.7,1579,36.3,211,0,0,0,0,0,0,NF
2329,Low,299.3,308.7,1484,40.5,213,0,0,0,0,0,0,NF
2330,Medium,299.3,308.7,1390,49.3,215,0,0,0,0,0,0,NF
2331,Low,299.3,308.6,1384,53.6,218,1,0,0,0,1,0,OSF
2332,Low,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,OSF
2333,Low,299.2,308.5,1445,45.2,222,0,0,0,0,0,0,NF
2334,Low,299.2,308.4,1445,43.5,224,0,0,0,0,0,0,NF
2335,Low,299.2,308.4,1509,39.4,0,0,0,0,0,0,0,NF
2336,Low,299.2,308.4,1434,46.8,2,0,0,0,0,0,0,NF
2337,Low,299.2,308.4,1877,23.9,4,0,0,0,0,0,0,NF
2338,Low,299.3,308.3,1651,28.0,6,0,0,0,0,0,0,NF
2339,Low,299.2,308.2,1466,41.3,8,0,0,0,0,0,0,NF
2340,Low,299.1,308.1,1479,40.7,10,0,0,0,0,0,0,NF
2341,Low,299.1,308.2,1409,46.4,12,0,0,0,0,0,0,NF
2342,Medium,299.2,308.2,1674,28.2,14,0,0,0,0,0,0,NF
2343,Low,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,NF
2344,Medium,299.2,308.3,1755,26.4,19,0,0,0,0,0,0,NF
2345,Low,299.2,308.4,1475,38.7,22,0,0,0,0,0,0,NF
2346,Low,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,NF
2347,Low,299.2,308.3,1410,43.0,26,0,0,0,0,0,0,NF
2348,Low,299.2,308.4,1436,41.8,28,0,0,0,0,0,0,NF
2349,Medium,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,NF
2350,Low,299.3,308.6,1744,26.4,33,0,0,0,0,0,0,NF
2351,Low,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,NF
2352,Medium,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,NF
2353,Low,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,NF
2354,Low,299.3,308.6,1433,37.7,42,0,0,0,0,0,0,NF
2355,Medium,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,NF
2356,High,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,NF
2357,Low,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,NF
2358,Medium,299.2,308.4,1381,42.5,54,0,0,0,0,0,0,NF
2359,Low,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,NF
2360,High,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,NF
2361,Medium,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,NF
2362,High,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,NF
2363,Low,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,NF
2364,Low,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,NF
2365,Low,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,NF
2366,Low,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,NF
2367,Medium,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,NF
2368,Medium,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,NF
2369,Medium,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,NF
2370,Low,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,NF
2371,Low,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,NF
2372,Medium,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,NF
2373,Low,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,NF
2374,Medium,299.2,308.4,1538,38.0,98,0,0,0,0,0,0,NF
2375,Medium,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,NF
2376,Medium,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,NF
2377,Medium,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,NF
2378,Low,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,NF
2379,High,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,NF
2380,Low,299.0,308.1,1242,60.9,117,0,0,0,0,0,0,NF
2381,Low,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,NF
2382,Low,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,NF
2383,Low,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,NF
2384,Medium,299.1,308.3,1506,38.0,125,0,0,0,0,0,0,NF
2385,Low,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,NF
2386,Low,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,NF
2387,Medium,299.2,308.5,1474,47.2,132,0,0,0,0,0,0,NF
2388,Medium,299.2,308.5,1526,37.3,135,0,0,0,0,0,0,NF
2389,Low,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,NF
2390,Low,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,NF
2391,Low,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,NF
2392,Low,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,NF
2393,Low,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,NF
2394,Low,299.2,308.5,1488,40.3,148,0,0,0,0,0,0,NF
2395,Medium,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,NF
2396,Medium,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,NF
2397,Low,299.2,308.6,1582,38.8,156,0,0,0,0,0,0,NF
2398,Low,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,NF
2399,Medium,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,NF
2400,High,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,NF
2401,Medium,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,NF
2402,Low,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,NF
2403,High,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,NF
2404,Medium,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,NF
2405,Low,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,NF
2406,Low,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,NF
2407,Medium,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,NF
2408,Low,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,NF
2409,Low,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,NF
2410,Low,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,NF
2411,Low,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,NF
2412,Low,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,NF
2413,Low,299.0,308.5,1886,23.0,198,0,0,0,0,0,0,NF
2414,Low,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,NF
2415,Medium,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,NF
2416,Low,299.0,308.4,1571,38.6,5,0,0,0,0,0,0,NF
2417,Low,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,NF
2418,Low,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,NF
2419,Medium,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,NF
2420,High,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,NF
2421,Low,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,NF
2422,Low,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,NF
2423,Medium,298.9,308.2,2022,20.0,23,0,0,0,0,0,0,NF
2424,Low,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,NF
2425,Low,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,NF
2426,Medium,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,PWF
2427,Low,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,NF
2428,Medium,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,NF
2429,Low,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,NF
2430,Medium,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,NF
2431,Medium,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,NF
2432,Low,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,NF
2433,Low,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,NF
2434,Medium,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,NF
2435,Low,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,NF
2436,High,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,NF
2437,Low,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,NF
2438,Medium,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,NF
2439,Low,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,NF
2440,Low,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,NF
2441,Low,299.1,308.5,1676,31.0,69,0,0,0,0,0,0,NF
2442,Medium,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,NF
2443,Low,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,NF
2444,Low,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,PWF
2445,High,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,NF
2446,Low,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,NF
2447,Low,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,NF
2448,Low,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,NF
2449,Low,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,NF
2450,Low,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,NF
2451,Low,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,NF
2452,Medium,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,NF
2453,Low,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,NF
2454,Low,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,NF
2455,Low,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,NF
2456,Low,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,NF
2457,Low,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,NF
2458,Low,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,NF
2459,Low,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,NF
2460,Low,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,NF
2461,Medium,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,NF
2462,Low,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,NF
2463,Low,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,NF
2464,Medium,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,NF
2465,Low,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,NF
2466,Low,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,NF
2467,Medium,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,NF
2468,Medium,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,NF
2469,Low,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,NF
2470,Low,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,NF
2471,Low,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,NF
2472,Low,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,NF
2473,Medium,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,NF
2474,Low,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,NF
2475,Low,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,NF
2476,High,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,NF
2477,Low,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,NF
2478,Medium,298.9,308.5,1456,50.0,156,0,0,0,0,0,0,NF
2479,Low,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,NF
2480,Low,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,NF
2481,Low,299.0,308.6,1378,47.8,163,0,0,0,0,0,0,NF
2482,Low,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,NF
2483,Medium,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,NF
2484,High,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,NF
2485,Low,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,NF
2486,Medium,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,NF
2487,High,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,NF
2488,Low,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,NF
2489,High,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,NF
2490,High,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,NF
2491,Low,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,NF
2492,High,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,NF
2493,Medium,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,NF
2494,Low,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,OSF
2495,Medium,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,NF
2496,Medium,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,NF
2497,Medium,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,NF
2498,Low,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,NF
2499,Medium,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,NF
2500,Low,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,NF
2501,Medium,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,NF
2502,Low,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,OSF
2503,Low,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,NF
2504,Low,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,NF
2505,Low,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,NF
2506,Medium,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,NF
2507,High,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,NF
2508,Low,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,NF
2509,Low,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,NF
2510,Low,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,NF
2511,Medium,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,NF
2512,Low,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,NF
2513,Low,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,NF
2514,Low,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,NF
2515,Low,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,NF
2516,Low,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,NF
2517,Low,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,NF
2518,Medium,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,NF
2519,Low,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,NF
2520,Low,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,NF
2521,Low,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,NF
2522,Medium,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,NF
2523,Low,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,NF
2524,Medium,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,NF
2525,Medium,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,NF
2526,Low,298.8,308.6,1501,35.0,55,0,0,0,0,0,0,NF
2527,Low,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,NF
2528,Low,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,NF
2529,Medium,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,NF
2530,Low,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,NF
2531,Medium,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,NF
2532,Low,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,NF
2533,Low,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,NF
2534,Low,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,NF
2535,Low,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,NF
2536,Low,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,NF
2537,High,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,NF
2538,Low,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,NF
2539,Low,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,NF
2540,Low,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,NF
2541,High,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,NF
2542,High,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,NF
2543,Low,299.3,309.0,1786,23.5,100,0,0,0,0,0,0,NF
2544,Low,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,NF
2545,Medium,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,NF
2546,Low,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,NF
2547,Low,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,NF
2548,Medium,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,NF
2549,Low,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,NF
2550,Low,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,NF
2551,Low,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,NF
2552,High,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,NF
2553,Low,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,NF
2554,Low,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,NF
2555,Low,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,NF
2556,Medium,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,NF
2557,Medium,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,NF
2558,Medium,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,NF
2559,Low,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,NF
2560,Medium,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,NF
2561,Low,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,NF
2562,Low,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,NF
2563,Low,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,NF
2564,Low,299.3,309.1,1493,38.0,151,0,0,0,0,0,0,NF
2565,Low,299.4,309.1,1304,50.5,153,0,0,0,0,0,0,NF
2566,Medium,299.3,309.0,1420,41.6,155,0,0,0,0,0,0,NF
2567,Low,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,NF
2568,Low,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,NF
2569,High,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,NF
2570,Low,299.6,309.2,1713,26.5,167,0,0,0,0,0,0,NF
2571,Medium,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,NF
2572,Medium,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,NF
2573,Low,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,NF
2574,Low,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,NF
2575,Low,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,NF
2576,Low,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,NF
2577,Low,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,NF
2578,Low,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,NF
2579,Low,299.3,309.1,1795,24.7,187,0,0,0,0,0,0,NF
2580,Low,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,NF
2581,Low,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,OSF
2582,Low,299.2,309.0,1615,33.7,193,0,0,0,0,0,0,NF
2583,Low,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,NF
2584,Low,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,NF
2585,Medium,299.0,308.7,1620,35.4,199,0,0,0,0,0,0,NF
2586,Low,299.0,308.7,1537,42.8,202,0,0,0,0,0,0,NF
2587,Low,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,NF
2588,Low,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,NF
2589,Low,299.0,308.7,2250,16.6,208,0,0,0,0,0,0,NF
2590,Low,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,NF
2591,Low,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,NF
2592,Low,298.9,308.6,1539,45.4,4,0,0,0,0,0,0,NF
2593,High,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,NF
2594,Low,298.8,308.5,1446,37.0,11,0,0,0,0,0,0,NF
2595,Medium,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,NF
2596,Low,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,NF
2597,Low,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,NF
2598,Low,299.1,308.8,1320,67.5,20,1,0,0,1,0,0,PWF
2599,Medium,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,NF
2600,Low,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,NF
2601,Low,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,NF
2602,Low,299.4,309.2,1427,41.5,29,0,0,0,0,0,0,NF
2603,Medium,299.3,309.2,1334,46.3,31,0,0,0,0,0,0,NF
2604,Medium,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,NF
2605,Low,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,NF
2606,High,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,NF
2607,Low,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,NF
2608,Low,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,NF
2609,Low,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,NF
2610,High,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,NF
2611,Low,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,NF
